generics,product_name,dosage_form,strength,company,unit_price,strip_price,pack_size,pack_type
ceftriaxone-sodium,G-Ceftriax,IM Injection,250 mg/vial,Gonoshasthaya Pharma Ltd.,50.0,,250 mg,vial
ceftriaxone-sodium,G-Ceftriax,IM Injection,500 mg/vial,Gonoshasthaya Pharma Ltd.,80.0,,500 mg,vial
ceftriaxone-sodium,G-Ceftriax,IM Injection,1 gm/vial,Gonoshasthaya Pharma Ltd.,120.0,,1 gm,vial
ceftriaxone-sodium,G-Ceftriax,IV Injection,250 mg/vial,Gonoshasthaya Pharma Ltd.,50.0,,250 mg,vial
ceftriaxone-sodium,G-Ceftriax,IV Injection,500 mg/vial,Gonoshasthaya Pharma Ltd.,80.0,,500 mg,vial
ceftriaxone-sodium,G-Ceftriax,IV Injection,1 gm/vial,Gonoshasthaya Pharma Ltd.,120.0,,1 gm,vial
ceftriaxone-sodium,G-Ceftriax,IV Injection,2 gm/vial,Gonoshasthaya Pharma Ltd.,175.0,,2 gm,vial
ceftriaxone-sodium,Herculix,IV Injection,500 mg/vial,Kumudini Pharma Ltd.,150.0,,500 mg,vial
ceftriaxone-sodium,Herculix,IM Injection,500 mg/vial,Kumudini Pharma Ltd.,150.0,,500 mg,vial
ceftriaxone-sodium,Herculix,IM Injection,1 gm/vial,Kumudini Pharma Ltd.,200.0,,1 gm,vial
ceftriaxone-sodium,Herculix,IV Injection,1 gm/vial,Kumudini Pharma Ltd.,200.0,,1 gm,vial
ceftriaxone-sodium,Herculix,IV Injection,2 gm/vial,Kumudini Pharma Ltd.,350.0,,2 gm,vial
ceftriaxone-sodium,Holicef,IM Injection,1 gm/vial,Concord Pharmaceuticals Ltd.,175.0,,1 gm,vial
ceftriaxone-sodium,Holicef,IV Injection,1 gm/vial,Concord Pharmaceuticals Ltd.,185.0,,1 gm,vial
ceftriaxone-sodium,Holicef,IV Injection,2 gm/vial,Concord Pharmaceuticals Ltd.,295.0,,2 gm,vial
ceftriaxone-sodium,Holicef,IM Injection,500 mg/vial,Concord Pharmaceuticals Ltd.,125.0,,500 mg,vial
ceftriaxone-sodium,Holicef,IM Injection,250 mg/vial,Concord Pharmaceuticals Ltd.,90.0,,250 mg,vial
ceftriaxone-sodium,Holicef,IV Injection,500 mg/vial,Concord Pharmaceuticals Ltd.,125.0,,500 mg,vial
ceftriaxone-sodium,Imacef,IM Injection,500 mg/vial,General Pharmaceuticals Ltd.,200.0,,500 mg,vial
ceftriaxone-sodium,Imacef,IV Injection,1 gm/vial,General Pharmaceuticals Ltd.,250.0,,1 gm,vial
ceftriaxone-sodium,Imacef,IV Injection,2 gm/vial,General Pharmaceuticals Ltd.,400.0,,2 gm,vial
ceftriaxone-sodium,Infecef,IM Injection,250 mg/vial,Alco Pharma Ltd.,120.0,,250 mg,vial
ceftriaxone-sodium,Infecef,IM Injection,500 mg/vial,Alco Pharma Ltd.,150.0,,500 mg,vial
ceftriaxone-sodium,Infecef,IM Injection,1 gm/vial,Alco Pharma Ltd.,190.58,,1 gm,vial
ceftriaxone-sodium,Infecef,IV Injection,1 gm/vial,Alco Pharma Ltd.,220.0,,1 gm,vial
ceftriaxone-sodium,Infecef,IV Injection,2 gm/vial,Alco Pharma Ltd.,320.0,,2 gm,vial
ceftriaxone-sodium,Inoxon,IM Injection,250 mg/vial,Rephco Pharmaceuticals Ltd.,80.0,,250 mg,vial
ceftriaxone-sodium,Inoxon,IM Injection,500 mg/vial,Rephco Pharmaceuticals Ltd.,120.0,,500 mg,vial
ceftriaxone-sodium,Inoxon,IM Injection,1 gm/vial,Rephco Pharmaceuticals Ltd.,160.0,,1 gm,vial
ceftriaxone-sodium,Inoxon,IV Injection,250 mg/vial,Rephco Pharmaceuticals Ltd.,80.0,,250 mg,vial
ceftriaxone-sodium,Inoxon,IV Injection,500 mg/vial,Rephco Pharmaceuticals Ltd.,120.0,,500 mg,vial
ceftriaxone-sodium,Inoxon,IV Injection,1 gm/vial,Rephco Pharmaceuticals Ltd.,160.0,,1 gm,vial
ceftriaxone-sodium,Inoxon,IV Injection,2 gm/vial,Rephco Pharmaceuticals Ltd.,300.0,,2 gm,vial
ceftriaxone-sodium,Keptrix,IM Injection,500 mg/vial,Apex Pharmaceuticals Ltd.,100.0,,500 mg,vial
ceftriaxone-sodium,Keptrix,IV Injection,1 gm/vial,Apex Pharmaceuticals Ltd.,150.0,,1 gm,vial
ceftriaxone-sodium,Keptrix,IV Injection,2 gm/vial,Apex Pharmaceuticals Ltd.,250.0,,2 gm,vial
ceftriaxone-sodium,Keptrix,IM Injection,1 gm/vial,Apex Pharmaceuticals Ltd.,150.0,,1 gm,vial
ceftriaxone-sodium,Maxzon,IV Injection,1 gm/vial,One Pharma Ltd.,215.0,,1 gm,vial
ceftriaxone-sodium,Maxzon,IV Injection,2 gm/vial,One Pharma Ltd.,300.0,,2 gm,vial
ceftriaxone-sodium,Maxzon,IM Injection,500 mg/vial,One Pharma Ltd.,130.0,,500 mg,vial
ceftriaxone-sodium,Newxone,IV Injection,1 gm/vial,Ad-din Pharmaceuticals Ltd.,320.0,,1 gm,vial
ceftriaxone-sodium,Newxone,IV Injection,2 gm/vial,Ad-din Pharmaceuticals Ltd.,650.0,,2 gm,vial
ceftriaxone-sodium,Nilicon,IV Injection,2 gm/vial,Ethical Drugs Limited,300.0,,2 gm,vial
ceftriaxone-sodium,Nilicon,IV Injection,1 gm/vial,Ethical Drugs Limited,180.0,,1 gm,vial
ceftriaxone-sodium,Nilicon,IV Injection,500 mg/vial,Ethical Drugs Limited,120.0,,500 mg,vial
ceftriaxone-sodium,Nilicon,IV Injection,250 mg/vial,Ethical Drugs Limited,90.0,,250 mg,vial
ceftriaxone-sodium,Nilicon,IM Injection,250 mg/vial,Ethical Drugs Limited,90.0,,250 mg,vial
ceftriaxone-sodium,Nilicon,IM Injection,500 mg/vial,Ethical Drugs Limited,120.0,,500 mg,vial
ceftriaxone-sodium,Nilicon,IM Injection,1 gm/vial,Ethical Drugs Limited,180.0,,1 gm,vial
ceftriaxone-sodium,Nixon,IM Injection,250 mg/vial,NIPRO JMI Pharma Ltd.,110.33,,250 mg,vial
ceftriaxone-sodium,Nixon,IV Injection,250 mg/vial,NIPRO JMI Pharma Ltd.,110.33,,250 mg,vial
ceftriaxone-sodium,Nixon,IM Injection,500 mg/vial,NIPRO JMI Pharma Ltd.,150.45,,500 mg,vial
ceftriaxone-sodium,Nixon,IV Injection,500 mg/vial,NIPRO JMI Pharma Ltd.,150.45,,500 mg,vial
ceftriaxone-sodium,Nixon,IM Injection,1 gm/vial,NIPRO JMI Pharma Ltd.,220.66,,1 gm,vial
ceftriaxone-sodium,Nixon,IV Injection,1 gm/vial,NIPRO JMI Pharma Ltd.,220.66,,1 gm,vial
ceftriaxone-sodium,Nixon,IV Injection,2 gm/vial,NIPRO JMI Pharma Ltd.,320.96,,2 gm,vial
ceftriaxone-sodium,Odatrix,IM Injection,500 mg/vial,UniMed UniHealth Pharmaceuticals Ltd.,120.0,,500 mg,vial
ceftriaxone-sodium,Odatrix,IV Injection,1 gm/vial,UniMed UniHealth Pharmaceuticals Ltd.,160.0,,1 gm,vial
ceftriaxone-sodium,Odatrix,IV Injection,2 gm/vial,UniMed UniHealth Pharmaceuticals Ltd.,300.0,,2 gm,vial
ceftriaxone-sodium,Oricef,IM Injection,250 mg/vial,Healthcare Pharmaceuticals Ltd.,130.0,,250 mg,vial
ceftriaxone-sodium,Oricef,IM Injection,500 mg/vial,Healthcare Pharmaceuticals Ltd.,200.0,,500 mg,vial
ceftriaxone-sodium,Oricef,IM Injection,1 gm/vial,Healthcare Pharmaceuticals Ltd.,320.0,,1 gm,vial
ceftriaxone-sodium,Oricef,IV Injection,250 mg/vial,Healthcare Pharmaceuticals Ltd.,130.0,,250 mg,vial
ceftriaxone-sodium,Oricef,IV Injection,500 mg/vial,Healthcare Pharmaceuticals Ltd.,200.0,,500 mg,vial
ceftriaxone-sodium,Oricef,IV Injection,1 gm/vial,Healthcare Pharmaceuticals Ltd.,320.0,,1 gm,vial
ceftriaxone-sodium,Oricef,IV Injection,2 gm/vial,Healthcare Pharmaceuticals Ltd.,490.0,,2 gm,vial
ceftriaxone-sodium,Orizone,IV Injection,500 mg/vial,Pharmacil Limited,200.6,1003.0,500 mg,vial
ceftriaxone-sodium,Orizone,IV Injection,1 gm/vial,Pharmacil Limited,290.87,1454.35,1 gm,vial
ceftriaxone-sodium,Orizone,IV Injection,2 gm/vial,Pharmacil Limited,501.5,2507.5,2 gm,vial
ceftriaxone-sodium,Oryx,IM Injection,250 mg/vial,Rangs Pharmaceuticals Ltd.,100.0,,250 mg,vial
ceftriaxone-sodium,Oryx,IM Injection,500 mg/vial,Rangs Pharmaceuticals Ltd.,150.0,,500 mg,vial
ceftriaxone-sodium,Oryx,IM Injection,1 gm/vial,Rangs Pharmaceuticals Ltd.,200.0,,1 gm,vial
ceftriaxone-sodium,Oryx,IV Injection,250 mg/vial,Rangs Pharmaceuticals Ltd.,100.0,,250 mg,vial
ceftriaxone-sodium,Oryx,IV Injection,500 mg/vial,Rangs Pharmaceuticals Ltd.,150.0,,500 mg,vial
ceftriaxone-sodium,Oryx,IV Injection,1 gm/vial,Rangs Pharmaceuticals Ltd.,200.0,,1 gm,vial
ceftriaxone-sodium,Oryx,IV Injection,2 gm/vial,Rangs Pharmaceuticals Ltd.,351.0,,2 gm,vial
ceftriaxone-sodium,Parcef,IM Injection,250 mg/vial,Jayson Pharmaceutical Ltd.,75.0,,250 mg,vial
ceftriaxone-sodium,Parcef,IM Injection,500 mg/vial,Jayson Pharmaceutical Ltd.,110.0,,500 mg,vial
ceftriaxone-sodium,Parcef,IM Injection,1 gm/vial,Jayson Pharmaceutical Ltd.,160.48,,1 gm,vial
ceftriaxone-sodium,Parcef,IV Injection,250 mg/vial,Jayson Pharmaceutical Ltd.,80.24,,250 mg,vial
ceftriaxone-sodium,Parcef,IV Injection,500 mg/vial,Jayson Pharmaceutical Ltd.,120.36,,500 mg,vial
ceftriaxone-sodium,Parcef,IV Injection,1 gm/vial,Jayson Pharmaceutical Ltd.,175.0,,1 gm,vial
ceftriaxone-sodium,Parcef,IV Injection,2 gm/vial,Jayson Pharmaceutical Ltd.,320.0,,2 gm,vial
ceftriaxone-sodium,Perix,IM Injection,250 mg/vial,Monicopharma Ltd.,90.0,,250 mg,vial
ceftriaxone-sodium,Perix,IM Injection,500 mg/vial,Monicopharma Ltd.,120.0,,500 mg,vial
ceftriaxone-sodium,Perix,IM Injection,1 gm/vial,Monicopharma Ltd.,160.0,,1 gm,vial
ceftriaxone-sodium,Perix,IV Injection,250 mg/vial,Monicopharma Ltd.,90.0,,250 mg,vial
ceftriaxone-sodium,Perix,IV Injection,500 mg/vial,Monicopharma Ltd.,120.0,,500 mg,vial
ceftriaxone-sodium,Perix,IV Injection,1 gm/vial,Monicopharma Ltd.,160.0,,1 gm,vial
ceftriaxone-sodium,Perix,IV Injection,2 gm/vial,Monicopharma Ltd.,300.0,,2 gm,vial
ceftriaxone-sodium,Powercef,IM Injection,250 mg/vial,Chemist Laboratories Ltd.,100.0,,250 mg,vial
ceftriaxone-sodium,Powercef,IM Injection,500 mg/vial,Chemist Laboratories Ltd.,130.0,,500 mg,vial
ceftriaxone-sodium,Powercef,IM Injection,1 gm/vial,Chemist Laboratories Ltd.,187.0,,1 gm,vial
ceftriaxone-sodium,Powercef,IV Injection,2 gm/vial,Chemist Laboratories Ltd.,300.0,,2 gm,vial
ceftriaxone-sodium,Powercef,IV Injection,1 gm/vial,Chemist Laboratories Ltd.,187.0,,1 gm,vial
ceftriaxone-sodium,Prioxon,IM Injection,500 mg/vial,DBL Pharmaceuticals Ltd.,200.0,,500 mg,vial
ceftriaxone-sodium,Prioxon,IV Injection,500 mg/vial,DBL Pharmaceuticals Ltd.,200.0,,500 mg,vial
ceftriaxone-sodium,Prioxon,IV Injection,1 gm/vial,DBL Pharmaceuticals Ltd.,300.0,,1 gm,vial
ceftriaxone-sodium,Prioxon,IV Injection,2 gm/vial,DBL Pharmaceuticals Ltd.,500.0,,2 gm,vial
ceftriaxone-sodium,Prioxon,IM Injection,1 gm/vial,DBL Pharmaceuticals Ltd.,320.0,,1 gm,vial
ceftriaxone-sodium,Rakxon,IV Injection,2 gm/vial,Jenphar Bangladesh Ltd.,500.0,,2 gm,vial
ceftriaxone-sodium,Rakxon,IV Injection,1 gm/vial,Jenphar Bangladesh Ltd.,250.0,,1 gm,vial
ceftriaxone-sodium,Rit,IM Injection,250 mg/vial,Kemiko Pharmaceuticals Ltd.,95.29,,250 mg,vial
ceftriaxone-sodium,Rit,IM Injection,500 mg/vial,Kemiko Pharmaceuticals Ltd.,120.35,,500 mg,vial
ceftriaxone-sodium,Rit,IM Injection,1 gm/vial,Kemiko Pharmaceuticals Ltd.,190.58,,1 gm,vial
ceftriaxone-sodium,Rit,IV Injection,1 gm/vial,Kemiko Pharmaceuticals Ltd.,190.58,,1 gm,vial
ceftriaxone-sodium,Rit,IV Injection,2 gm/vial,Kemiko Pharmaceuticals Ltd.,300.9,,2 gm,vial
ceftriaxone-sodium,Rofecin,IM Injection,500 mg/vial,Radiant Pharmaceuticals Ltd.,220.66,,500 mg,vial
ceftriaxone-sodium,Rofecin,IM Injection,1 gm/vial,Radiant Pharmaceuticals Ltd.,361.08,,1 gm,vial
ceftriaxone-sodium,Rofecin,IV Injection,500 mg/vial,Radiant Pharmaceuticals Ltd.,220.66,,500 mg,vial
ceftriaxone-sodium,Rofecin,IV Injection,1 gm/vial,Radiant Pharmaceuticals Ltd.,361.08,,1 gm,vial
ceftriaxone-sodium,Rofecin,IV Injection,2 gm/vial,Radiant Pharmaceuticals Ltd.,682.05,,2 gm,vial
ceftriaxone-sodium,Temtrix,IM Injection,1 gm/vial,Team Pharmaceuticals Ltd.,190.0,,1 gm,vial
ceftriaxone-sodium,Temtrix,IV Injection,1 gm/vial,Team Pharmaceuticals Ltd.,190.0,,1 gm,vial
ceftriaxone-sodium,Temtrix,IV Injection,2 gm/vial,Team Pharmaceuticals Ltd.,300.0,,2 gm,vial
ceftriaxone-sodium,Topcef,IM Injection,250 mg/vial,Navana Pharmaceuticals Ltd.,90.0,,250 mg,vial
ceftriaxone-sodium,Topcef,IM Injection,500 mg/vial,Navana Pharmaceuticals Ltd.,130.0,,500 mg,vial
ceftriaxone-sodium,Topcef,IM Injection,1 gm/vial,Navana Pharmaceuticals Ltd.,190.0,,1 gm,vial
ceftriaxone-sodium,Topcef,IV Injection,500 mg/vial,Navana Pharmaceuticals Ltd.,130.0,,500 mg,vial
ceftriaxone-sodium,Topcef,IV Injection,1 gm/vial,Navana Pharmaceuticals Ltd.,190.0,,1 gm,vial
ceftriaxone-sodium,Topcef,IV Injection,2 gm/vial,Navana Pharmaceuticals Ltd.,301.0,,2 gm,vial
ceftriaxone-sodium,Trax,IM Injection,250 mg/vial,Medimet Pharmaceuticals Ltd.,90.0,,250 mg,vial
ceftriaxone-sodium,Trax,IM Injection,500 mg/vial,Medimet Pharmaceuticals Ltd.,120.0,,500 mg,vial
ceftriaxone-sodium,Trax,IM Injection,1 gm/vial,Medimet Pharmaceuticals Ltd.,160.0,,1 gm,vial
ceftriaxone-sodium,Trax,IV Injection,250 mg/vial,Medimet Pharmaceuticals Ltd.,90.0,,250 mg,vial
ceftriaxone-sodium,Trax,IV Injection,500 mg/vial,Medimet Pharmaceuticals Ltd.,120.0,,500 mg,vial
ceftriaxone-sodium,Trax,IV Injection,1 gm/vial,Medimet Pharmaceuticals Ltd.,160.0,,1 gm,vial
ceftriaxone-sodium,Traxef,IM Injection,250 mg/vial,Beacon Pharmaceuticals PLC,130.0,,250 mg,vial
ceftriaxone-sodium,Traxef,IV Injection,1 gm/vial,Beacon Pharmaceuticals PLC,320.0,,1 gm,vial
ceftriaxone-sodium,Traxef,IV Injection,2 gm/vial,Beacon Pharmaceuticals PLC,490.0,,2 gm,vial
ceftriaxone-sodium,Traxef,IM Injection,500 mg/vial,Beacon Pharmaceuticals PLC,200.0,,500 mg,vial
ceftriaxone-sodium,Traxef,IV Injection,500 mg/vial,Beacon Pharmaceuticals PLC,200.0,,500 mg,vial
ceftriaxone-sodium,Traxon,IM Injection,250 mg/vial,Opsonin Pharma Ltd.,110.0,,250 mg,vial
ceftriaxone-sodium,Traxon,IM Injection,500 mg/vial,Opsonin Pharma Ltd.,150.0,,500 mg,vial
ceftriaxone-sodium,Traxon,IM Injection,1 gm/vial,Opsonin Pharma Ltd.,210.0,,1 gm,vial
ceftriaxone-sodium,Traxon,IV Injection,250 mg/vial,Opsonin Pharma Ltd.,100.0,,250 mg,vial
ceftriaxone-sodium,Traxon,IV Injection,500 mg/vial,Opsonin Pharma Ltd.,150.0,,500 mg,vial
ceftriaxone-sodium,Traxon,IV Injection,1 gm/vial,Opsonin Pharma Ltd.,250.0,,1 gm,vial
ceftriaxone-sodium,Traxon,IV Injection,2 gm/vial,Opsonin Pharma Ltd.,350.0,,2 gm,vial
ceftriaxone-sodium,Tribac,IM Injection,250 mg/vial,Globe Pharmaceuticals Ltd.,90.0,,250 mg,vial
ceftriaxone-sodium,Tribac,IM Injection,500 mg/vial,Globe Pharmaceuticals Ltd.,130.0,,500 mg,vial
ceftriaxone-sodium,Tribac,IV Injection,250 mg/vial,Globe Pharmaceuticals Ltd.,90.0,,250 mg,vial
ceftriaxone-sodium,Tribac,IV Injection,500 mg/vial,Globe Pharmaceuticals Ltd.,120.0,,500 mg,vial
ceftriaxone-sodium,Tribac,IV Injection,1 gm/vial,Globe Pharmaceuticals Ltd.,190.0,,1 gm,vial
ceftriaxone-sodium,Tribac,IV Injection,2 gm/vial,Globe Pharmaceuticals Ltd.,300.0,,2 gm,vial
ceftriaxone-sodium,Triforce,IM Injection,1 gm/vial,SMC Enterprise Ltd,190.0,,1 gm,vial
ceftriaxone-sodium,Triforce,IV Infusion,1 gm/vial,SMC Enterprise Ltd,190.0,,1 gm,vial
ceftriaxone-sodium,Triject,IM Injection,250 mg/vial,Eskayef Pharmaceuticals Ltd.,120.0,,250 mg,vial
ceftriaxone-sodium,Triject,IM Injection,500 mg/vial,Eskayef Pharmaceuticals Ltd.,180.0,,500 mg,vial
ceftriaxone-sodium,Triject,IM Injection,1 gm/vial,Eskayef Pharmaceuticals Ltd.,250.0,,1 gm,vial
ceftriaxone-sodium,Triject,IV Injection,500 mg/vial,Eskayef Pharmaceuticals Ltd.,180.0,,500 mg,vial
ceftriaxone-sodium,Triject,IV Injection,1 gm/vial,Eskayef Pharmaceuticals Ltd.,250.0,,1 gm,vial
ceftriaxone-sodium,Triject,IV Injection,2 gm/vial,Eskayef Pharmaceuticals Ltd.,350.0,,2 gm,vial
ceftriaxone-sodium,Trimax,IM Injection,250 mg/vial,Pharmasia Limited,90.0,,250 mg,vial
ceftriaxone-sodium,Trimax,IM Injection,500 mg/vial,Pharmasia Limited,120.0,,500 mg,vial
ceftriaxone-sodium,Trimax,IM Injection,1 gm/vial,Pharmasia Limited,160.0,,1 gm,vial
ceftriaxone-sodium,Trimax,IV Injection,500 mg/vial,Pharmasia Limited,120.0,,500 mg,vial
ceftriaxone-sodium,Trimax,IV Injection,1 gm/vial,Pharmasia Limited,160.0,,1 gm,vial
ceftriaxone-sodium,Trimax,IV Injection,2 gm/vial,Pharmasia Limited,300.0,,2 gm,vial
ceftriaxone-sodium,Triphin,IM Injection,250 mg/vial,Ziska Pharmaceuticals Ltd.,80.24,,250 mg,vial
ceftriaxone-sodium,Triphin,IM Injection,500 mg/vial,Ziska Pharmaceuticals Ltd.,120.37,,500 mg,vial
ceftriaxone-sodium,Triphin,IM Injection,1 gm/vial,Ziska Pharmaceuticals Ltd.,160.48,,1 gm,vial
ceftriaxone-sodium,Triphin,IV Injection,250 mg/vial,Ziska Pharmaceuticals Ltd.,80.24,,250 mg,vial
ceftriaxone-sodium,Triphin,IV Injection,500 mg/vial,Ziska Pharmaceuticals Ltd.,120.37,,500 mg,vial
ceftriaxone-sodium,Triphin,IV Injection,1 gm/vial,Ziska Pharmaceuticals Ltd.,160.48,,1 gm,vial
ceftriaxone-sodium,Triphin,IV Injection,2 gm/vial,Ziska Pharmaceuticals Ltd.,250.75,,2 gm,vial
ceftriaxone-sodium,Trixotim,IV Injection,1 gm/vial,Doctor TIMS Pharmaceuticals Ltd.,190.0,,1 gm,vial
ceftriaxone-sodium,Trizon,IM Injection,250 mg/vial,ACME Laboratories Ltd.,100.3,,250 mg,vial
ceftriaxone-sodium,Trizon,IM Injection,500 mg/vial,ACME Laboratories Ltd.,130.39,,500 mg,vial
ceftriaxone-sodium,Trizon,IM Injection,1 gm/vial,ACME Laboratories Ltd.,190.58,,1 gm,vial
ceftriaxone-sodium,Trizon,IV Injection,500 mg/vial,ACME Laboratories Ltd.,130.39,,500 mg,vial
ceftriaxone-sodium,Trizon,IV Injection,1 gm/vial,ACME Laboratories Ltd.,190.58,,1 gm,vial
ceftriaxone-sodium,Trizon,IV Injection,2 gm/vial,ACME Laboratories Ltd.,300.9,,2 gm,vial
ceftriaxone-sodium,Vertex,IV Injection,250 mg/vial,Orion Pharma Ltd.,100.3,,250 mg,vial
ceftriaxone-sodium,Vertex,IV Injection,500 mg/vial,Orion Pharma Ltd.,130.39,,500 mg,vial
ceftriaxone-sodium,Vertex,IV Injection,1 gm/vial,Orion Pharma Ltd.,190.21,,1 gm,vial
ceftriaxone-sodium,Vertex,IV Injection,2 gm/vial,Orion Pharma Ltd.,302.04,,2 gm,vial
ceftriaxone-sodium,Vertex,IM Injection,1 gm/vial,Orion Pharma Ltd.,190.21,,1 gm,vial
ceftriaxone-sodium,Vertex,IM Injection,250 mg/vial,Orion Pharma Ltd.,100.3,,250 mg,vial
ceftriaxone-sodium,Vertex,IM Injection,500 mg/vial,Orion Pharma Ltd.,130.39,,500 mg,vial
ceftriaxone-sodium,Winner,IM Injection,500 mg/vial,Biopharma Limited,120.45,,500 mg,vial
ceftriaxone-sodium,Winner,IM Injection,1 gm/vial,Biopharma Limited,180.68,,1 gm,vial
ceftriaxone-sodium,Winner,IV Injection,500 mg/vial,Biopharma Limited,120.45,,500 mg,vial
ceftriaxone-sodium,Winner,IV Injection,1 gm/vial,Biopharma Limited,180.68,,1 gm,vial
ceftriaxone-sodium,Winner,IV Injection,2 gm/vial,Biopharma Limited,300.0,,2 gm,vial
ceftriaxone-sodium,Xone-3,IV Injection,1 gm/vial,Delta Pharma Ltd.,190.0,,1 gm,vial
ceftriaxone-sodium,Xone-3,IV Injection,2 gm/vial,Delta Pharma Ltd.,300.0,,2 gm,vial
ceftriaxone-sodium,Xone-3,IM Injection,500 mg/vial,Delta Pharma Ltd.,100.0,,500 mg,vial
ceftriaxone-sodium,Xone-3,IV Injection,500 mg/vial,Delta Pharma Ltd.,100.0,,500 mg,vial
cefpodoxime-proxetil,Cefdox,Powder for Suspension,40 mg/5 ml,ACI Limited,98.67,,50 ml,bottle
cefpodoxime-proxetil,Cefdox,Pediatric Drops,20 mg/ml,ACI Limited,60.41,,15 ml,bottle
cefpodoxime-proxetil,Cefdox,Capsule,100 mg,ACI Limited,22.13,132.78,1 x 6 pcs,strip
cefpodoxime-proxetil,Cefdox,Tablet,200 mg,ACI Limited,37.0,444.0,2 x 6 pcs,strip
cefpodoxime-proxetil,Cefdox DS,Powder for Suspension,80 mg/5 ml,ACI Limited,176.19,,50 ml,bottle
cefpodoxime-proxetil,Cefipod,Powder for Suspension,40 mg/5 ml,Asiatic Laboratories Ltd.,98.0,,50 ml,bottle
cefpodoxime-proxetil,Cefipod,Pediatric Drops,20 mg/ml,Asiatic Laboratories Ltd.,60.0,,15 ml,bottle
cefpodoxime-proxetil,Cefipod,Capsule,200 mg,Asiatic Laboratories Ltd.,25.0,150.0,1 x 6 pcs,strip
cefpodoxime-proxetil,Cefipod,Capsule,100 mg,Asiatic Laboratories Ltd.,14.0,112.0,2 x 4 pcs,strip
cefpodoxime-proxetil,Cefipod DS,Powder for Suspension,80 mg/5 ml,Asiatic Laboratories Ltd.,175.0,,50 ml,bottle
cefpodoxime-proxetil,Cefobid,Capsule,200 mg,UniMed UniHealth Pharmaceuticals Ltd.,42.0,336.0,2 x 4 pcs,strip
cefpodoxime-proxetil,Cefobid,Powder for Suspension,40 mg/5 ml,UniMed UniHealth Pharmaceuticals Ltd.,98.0,,50 ml,bottle
cefpodoxime-proxetil,Cefodim,Capsule,100 mg,Pacific Pharmaceuticals Ltd.,22.0,440.0,2 x 10 pcs,strip
cefpodoxime-proxetil,Cefodim,Capsule,200 mg,Pacific Pharmaceuticals Ltd.,40.0,400.0,1 x 10 pcs,strip
cefpodoxime-proxetil,Cefodim,Powder for Suspension,40 mg/5 ml,Pacific Pharmaceuticals Ltd.,95.0,,50 ml,bottle
cefpodoxime-proxetil,Cefodox,Capsule,100 mg,Bristol Pharmaceuticals Ltd.,22.0,88.0,4's,pack
cefpodoxime-proxetil,Cefodox,Powder for Suspension,40 mg/5 ml,Bristol Pharmaceuticals Ltd.,95.0,,50 ml,bottle
cefpodoxime-proxetil,Cefokid,Powder for Suspension,40 mg/5 ml,Euro Pharma Ltd.,98.0,,50 ml,bottle
cefpodoxime-proxetil,Cefokid DS,Powder for Suspension,80 mg/5 ml,Euro Pharma Ltd.,175.0,,50 ml,bottle
cefpodoxime-proxetil,Cefomin,Powder for Suspension,40 mg/5 ml,Popular Pharmaceuticals Ltd.,90.0,,50 ml,bottle
cefpodoxime-proxetil,Cefoprox,Powder for Suspension,40 mg/5 ml,Leon Pharmaceuticals Ltd.,98.0,,50 ml,bottle
cefpodoxime-proxetil,Cefoprox DS,Powder for Suspension,80 mg/5 ml,Leon Pharmaceuticals Ltd.,175.0,,50 ml,bottle
cefpodoxime-proxetil,Ceforan,Powder for Suspension,40 mg/5 ml,Drug International Ltd.,85.0,,50 ml,bottle
cefpodoxime-proxetil,Ceforan,Powder for Suspension,40 mg/5 ml,Drug International Ltd.,140.0,,100 ml,bottle
cefpodoxime-proxetil,Ceforan,Tablet,200 mg,Drug International Ltd.,32.0,448.0,2 x 7 pcs,strip
cefpodoxime-proxetil,Ceforan,Tablet,100 mg,Drug International Ltd.,17.05,238.7,2 x 7 pcs,strip
cefpodoxime-proxetil,Ceforan DS,Powder for Suspension,80 mg/5 ml,Drug International Ltd.,175.0,,50 ml,bottle
cefpodoxime-proxetil,Cefpod,Tablet,100 mg,Zenith Pharmaceuticals Ltd.,22.0,132.0,2 x 3 pcs,strip
cefpodoxime-proxetil,Cepdoxim,Capsule,100 mg,Alco Pharma Ltd.,20.0,320.0,4 x 4 pcs,strip
cefpodoxime-proxetil,Cepdoxim,Capsule,200 mg,Alco Pharma Ltd.,30.06,481.0,4 x 4 pcs,strip
cefpodoxime-proxetil,Cepdoxim,Powder for Suspension,40 mg/5 ml,Alco Pharma Ltd.,90.27,,50 ml,bottle
cefpodoxime-proxetil,Cepoxid,Powder for Suspension,40 mg/5 ml,Apex Pharmaceuticals Ltd.,100.0,,50 ml,bottle
cefpodoxime-proxetil,Cepoxid,Tablet,200 mg,"Credence Pharmaceuticals Ltd.
(Mfg. by: Apex Pharmaceuticals Ltd.)",41.0,574.0,2 x 7 pcs,strip
cefpodoxime-proxetil,CP,Powder for Suspension,40 mg/5 ml,ACME Laboratories Ltd.,98.65,,50 ml,bottle
cefpodoxime-proxetil,CP,Pediatric Drops,20 mg/ml,ACME Laboratories Ltd.,60.4,,15 ml,bottle
cefpodoxime-proxetil,Desbac,Powder for Suspension,40 mg/5 ml,General Pharmaceuticals Ltd.,98.68,,50 ml,bottle
cefpodoxime-proxetil,Dofixim,Capsule,100 mg,Ibn Sina Pharmaceuticals Ltd.,21.0,168.0,2 x 4 pcs,strip
